name,description,createdDate,marketType,price,rating,rater,topics
Coaching dan Mentoring untuk Tingkatkan Performa Tim,"<div>Sebagai seorang pemimpin (<em>leader</em>), apa yang akan Anda lakukan, jika melihat performa kerja tim menurun, atau sebaliknya, terdapat karyawan yang memiliki potensi untuk berkembang?Jawabannya adalah melakukan <em>coaching </em>dan <em>mentoring</em>! Apa itu <em>coaching </em>dan <em>mentoring</em>?</div>
<div><br></div>
<div><em>Coaching </em>dan <em>mentoring </em>adalah kemampuan dasar yang penting untuk dikuasai oleh seorang pemimpin, karena ini memungkinkan Anda untuk mengembangkan dan memperkuat keterampilan individu di dalam tim, membangun kultur belajar, serta mendorong terjadinya pertumbuhan di lingkup profesional. Dengan <em>coaching </em>dan <em>mentoring </em>yang efektif, Anda dapat membimbing anggota tim atau karyawan Anda untuk mencapai potensi terbaik, meningkatkan kinerja, serta menumbuhkan keterlibatan (<em>engagement</em>) dan loyalitas karyawan. Selain itu, langkah ini juga akan membantu Anda dalam mempertahankan talenta-talenta terbaik serta membangun tim yang kuat dan solid.</div>
<div><br></div>
<div>Pertanyaannya, bagaimana cara melakukan <em>coaching </em>dan <em>mentoring </em>ini? Kelas ini akan memfasilitasi Anda dengan pengetahuan dasar seputar cara menjadi <em>coach </em>dan mentor yang baik bagi tim dan karyawan. Mulai dari peran pemimpin di perusahaan; perbedaan <em>coaching</em>, <em>mentoring</em>, dan konseling; keterampilan interpersonal yang perlu dikuasai; prinsip dan teknik untuk menerapkan <em>coaching </em>dan <em>mentoring</em>; hingga cara memonitor dan mengevaluasi keberhasilannya.</div>
<div><br></div>
<div>Jadi, apakah Anda sudah siap untuk meningkatkan performa tim Anda? Yuk, langsung saja ikuti kelas ini sekarang juga!&nbsp;</div>",2022-11-17T04:40:19Z,ONLINE,220000,4.7,512,"['Kelas Pro Course Terbaik', 'Terlaris', 'Pilihan Skill Academy']"
Bahasa Inggris untuk Profesional,"<div>Kemampuan berbahasa Inggris adalah salah satu kemampuan yang sangat diperlukan di dunia kerja sekarang ini. Banyak perusahaan yang memasukkan kemampuan berbahasa Inggris sebagai salah satu syarat untuk melamar pekerjaan. Selain itu, banyak perusahaan saat ini menjalin kerja sama dengan pihak asing sehingga memiliki kemampuan bahasa Inggris adalah hal dasar yang harus dimiliki oleh setiap pekerja.</div>
<div><br></div>
<div>Di kelas ini, kamu akan mengasah kemampuan bahasa Inggrismu dari menyiapkan surat lamaran kerja dalam bahasa Inggris, melakukan wawancara kerja dalam bahasa inggris saat proses melamar kerja, dan beberapa pembahasan percakapan di dunia kerja yang diperlukan saat kamu sudah bekerja seperti dialog berbahasa Inggris dalam pertemuan kasual dan formal, dan presentasi dalam bahasa Inggris.</div>",2021-12-03T06:46:43Z,ONLINE,135000,4.9,740,"['SKILLDISKON', 'Kelas Pro Course Terbaik', 'skill-coins-500', 'Terlaris', 'Pilihan Oktober', 'Pilihan Skill Academy', 'Pilihan November ', 'Language Learning']"
Financial Modeling dengan Excel untuk Pemula,"<div>Untuk mahir dalam menyusun &nbsp;<em>financial modeling</em>, ada hal-hal yang harus diperhatikan. Dalam kelas ini, Tri Gunawan Bayu Aji akan memberikan penjelasan tentang &nbsp;<em>financial modeling</em>, informasi apa saja yang harus ada dalam &nbsp;<em>financial modeling</em>, prinsip-prinsip &nbsp;<em>financial modeling</em>, langkah menyusun &nbsp;<em>financial modeling</em> hingga tips yang harus kamu ketahui agar dapat memperlancar kamu saat menyusun &nbsp;<em>financial modeling</em>. Dalam kelas ini, kamu juga akan mempelajari tentang teknik menggunakan Microsoft Excel dan bagaimana perannya dalam membantu kamu mahir menyusun &nbsp;<em>financial modeling</em>.&nbsp;</div>
<div><br></div>
<div>Tunggu apa lagi, segera ikuti kelasnya sekarang!</div>
<div><em>Happy learning.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</em></div>",2021-08-30T04:59:06Z,ONLINE,225000,4.8,620,"['Finance & accounting', 'Kelas Pro Course Terbaik', 'skill-coins-500', 'Terlaris']"
Ahli Mengolah Data dengan Microsoft Excel,"<div>Microsoft Excel menjadi <em>pioneer spreadsheet </em>dalam dunia perkantoran yang wajib untuk dikuasai. Dikutip dari Excel Specification and Limit, terdapat 341 rumus fungsi pada Microsoft Excel, mulai dari penggunaan rumus sederhana seperti Sum, Average, Min dan Max, hingga rumus yang lebih kompleks, seperti Pivot Table, Hlookup, dan Vlookup.</div>
<div><br>
Di kelas ini kamu akan mempelajari rumus-rumus tersebut, teknik mengolah data mentah menjadi data terstruktur dengan Data Cleaning dan Data Validation, menganalisis data dengan Vlookup, Hlookup, dan Xlookup, hingga melindungi data pada Worksheet dan Workbook. Kamu bisa menyelesaikan kelas ini selama xx minggu jika kamu menyediakan waktu 30 menit/hari.</div>
<div><br>
Catatan: Kelas ini menggunakan versi terbaru dari Microsoft Excel, yaitu Office 365.</div>",2021-02-03T05:13:43Z,ONLINE,150000,4.9,2735,"['Sertifikasi Microsoft Office', 'Kelas Pro Course Terbaik', 'Microsoft Office untuk Dunia Kerja', 'Sertifikasi Komputer CPNS CASN', 'skill-coins-500', 'Karier Data Analyst', 'Data Analyst dan Data Science', 'Office Productivity ']"
Creative Thinking untuk Dongkrak Kemajuan Karier,"<div>&nbsp;Apakah kamu merasa kariermu stuck di situ-situ saja? Atau, kamu merasa kurang mampu bersaing dengan rekan kerja lainnya dan ragu bisa bertahan di tempat kerjamu saat ini?</div>
<div><br></div>
<div>Jika iya, ini saatnya kamu mempelajari kemampuan baru, yaitu proses berpikir kreatif atau <em>creative thinking</em>! Kemampuan <em>creative thinking </em>sangat penting untuk kemajuan karier, karena pemikiran kreatif memungkinkan kamu untuk menghasilkan ide-ide baru, solusi yang inovatif, dan pendekatan yang unik dalam menghadapi masalah. Hal-hal seperti inilah yang akan membedakan nilai (value) kamu dari rekan kerja lainnya. Selain itu, pemikiran kreatif juga dapat membantu kamu beradaptasi terhadap perubahan serta tantangan baru di pekerjaan, sehingga menghasilkan kinerja yang lebih baik dan membuka potensi untuk mengembangkan karier.</div>
<div><br></div>
<div><em>Nah</em>, kelas ini akan mewadahi kamu dengan pengetahuan dasar seputar <em>creative thinking</em>. Mulai dari definisi <em>creative thinking</em>, hal-hal yang dapat memicu kreativitas, hambatan yang mungkin dihadapi serta cara mengatasinya, proses menciptakan kreativitas, hingga cara menggunakan <em>creative thinking</em> untuk menyelesaikan masalah. Dengan menguasai kemampuan ini, harapannya, kamu tidak perlu ragu lagi dengan kemampuan diri sendiri dan berani untuk mengembangkan karier ke level yang lebih tinggi!</div>
<div><br></div>
<div>Jadi, tunggu apalagi? Yuk, kembangkan kemampuanmu dengan mengikuti kelas ini sekarang juga!&nbsp;</div>",2020-07-30T08:24:23Z,ONLINE,130000,4.8,609,"['Karier Motiongraphic Designer', 'Kelas Pro Course Terbaik', 'Terlaris', 'Pilihan Skill Academy', 'Office Productivity ', 'Karier Desainer Grafis']"
Kuasai Grammar Persiapan TOEFL,"<div>Tidak sedikit orang yang merasa kesulitan dalam memahami <em>grammar</em>, khususnya grammar pada tes TOEFL. Hal ini menjadikan <em>grammar </em>perlu dipelajari lebih dalam. Di kelas ini kamu akan memperdalam kemampuan grammar-mu yang dipandu oleh Ali Fikrie, penulis best seller Top Master TOEFL.<br>
</div>
<div>Kelas ini cocok untuk kalangan yang sedang mempersiapkan tes TOEFL, dan &nbsp;ingin memperdalam ilmu grammar.<br>
</div>
<div>Kamu akan dapat memahami berbagai jenis soal <em>grammar</em> dalam TOEFL</div>",2019-09-17T03:26:42Z,ONLINE,262500,4.9,4309,"['Kelas Pro Course Terbaik', 'skill-coins-500', 'Terlaris']"
Sukses CPNS - Tes SKD (Seleksi Kompetensi Dasar),"<div>Selain kelengkapan dokumen, persiapan tes yang mantap dan strategi belajar yang efektif adalah hal penting yang perlu kamu kuasai sebagai peserta tes CPNS. Penguasaan terhadap tes SKD atau seleksi kompetensi dasar dapat dilakukan dengan mempelajari struktur dan format tes, pengaturan waktu yang tepat dalam menjawab soal, dan tips untuk mengerjakan soal agar lebih cepat dan tepat. Di kelas ini, kamu akan belajar mengenai tes wawasan kebangsaan, tes inteligensi umum, dan tes karakteristik pribadi. Kelas ini, juga dilengkapi dengan simulasi tes untuk mengevaluasi sejauh mana pengetahuan dan keterampilan yang sudah dipelajari. Setelah mengikuti kelas ini, kamu akan lebih siap dan percaya diri ketika menghadapi tes CPNS.&nbsp;Kamu juga mendapatkan 1 Tryout SKD Premium yang bisa diakses melalui <strong>profesi.skillacademy.com</strong></div>",2023-08-15T03:21:59Z,ONLINE,100000,4.8,64,"['SKD', 'CPNS', 'Kelas Pro Course Terbaik', 'Kelas Persiapan CPNS PPPK']"
Basic Supervision: Siapkan Dirimu Menjadi Supervisor,"<div>Seorang Supervisor memiliki peran yang krusial pada sebuah organisasi. Hal ini dikarenakan Supervisor menjadi jembatan antara karyawan dan manajemen. Dibutuhkan keterampilan dan kemampuan yang lebih dari karyawan pada umumnya karena banyak melakukan pengarahan kepada para pelaksana. Sehingga seorang Supervisor dituntut untuk bisa memberikan arahan, memonitor, dan mengevaluasi secara efektif untuk menjamin kegiatan operasional berjalan lancar. Course ini dikembangkan untuk dapat memenuhi kebutuhan para New Supervisor agar dapat lebih siap melakukan perannya dengan baik sebagai sorang Supervisor.&nbsp;&nbsp;</div>",2023-05-31T08:35:46Z,ONLINE,225000,5.0,1,"['Kelas Pro Course Terbaik', 'Pilihan Skill Academy', 'Pilihan November ']"
Elevator Pitch: Belajar Melakukan Pitching,"<div>Kamu tentu tidak bisa menduga kapan akan bertemu dengan calon pelanggan, prospek bisnis, klien, atau rekan bisnis. Ada kalanya kita bertemu dengan mereka ketika melakukan perjalanan bisnis, atau bertemu di suatu momen yang waktunya sangat singkat. Jika tidak memiliki konsep untuk memperkenalkan perusahaan, produk, atau diri sendiri secara cepat dan menarik, maka dipastikan kamu akan kehilangan kesempatan untuk menarik calon pelanggan tersebut. &nbsp;&nbsp;</div>
<div><br></div>
<div>Salah satu cara yang dapat digunakan untuk menarik calon pelanggan dengan sederhana dan efektif adalah dengan menggunakan <em>elevator pitch</em>. <em>Elevator pitch </em>adalah salah satu teknik dalam melakukan <em>pitching</em>/komunikasi kepada calon pelanggan dengan kurun waktu yang singkat namun memikat. Biasanya<em> elevator pitch</em> digunakan &nbsp;untuk menarik orang-orang yang berpotensi untuk menjadi konsumen dan digunakan untuk memperkenalkan diri atau perusahaan secara singkat dan jelas. Pada dasarnya, teknik ini dapat dilakukan oleh siapa saja, khususnya bagi pebisnis yang jeli dalam melihat peluang atau kesempatan yang muncul.</div>
<div><br></div>
<div>Namun, tidak semua orang mampu melakukan <em>pitching </em>yang memikat dan efektif di depan audiens. Hal ini dapat membuat <em>output </em>yang diharapkan tidak tercapai, seperti target penjualan yang tidak sesuai dan ide yang tidak tersampaikan dengan baik. Oleh karena itu, kelas ini hadir bagi siapa saja yang ingin mempelajari cara melakukan <em>elevator pitch</em>.&nbsp;</div>
<div><br></div>
<div>Pada kelas ini peserta akan belajar mengenai pengenalan <em>elevator pitch</em>, langkah melakukan<em> elevator pitch</em>, serta mengetahui contoh-contoh <em>pitching </em>yang menarik. Selain itu, peserta juga akan mempelajari langkah praktis dalam melakukan <em>pitching</em>. Jadi tunggu apalagi? Yuk ikuti kelasnya sekarang!&nbsp;</div>",2023-06-06T07:45:25Z,ONLINE,200000,0.0,0,"['Kelas Pro Course Terbaik', 'payday-course', 'Pilihan Skill Academy']"
Memulai Usaha Budidaya Tanaman Porang untuk Pertanian Aneka Umbi Palawija,"<div>Budidaya tanaman porang memiliki peluang bisnis yang bagus dalam pertanian aneka umbi palawija. Peluang ini terlihat dari nilai bisnis porang yang setiap tahun diekspor ke berbagai negara. Berdasarkan data dari Kementerian Pertanian yang dilansir dari Katadata, nilai ekspor tahun 2020 sekitar 900 miliar dengan total 20.000 ton. Banyak negara membutuhkan porang untuk digunakan sebagai bahan baku produk mereka, baik produk pangan, farmasi, hingga kimia. Pemanfaatan tersebut dilakukan karena porang memiliki kandungan glukomanan yang memiliki berbagai manfaat.</div>
<div><br></div>
<div>Hal tersebut menunjukkan permintaan porang di dunia masih tinggi sehingga dapat menjadi peluang bagi para petani untuk membudidayakan porang. Terlebih di Indonesia terdapat lahan, bibit, maupun cuaca yang mendukung pertumbuhan porang. Tidak hanya itu, kebutuhan dunia terhadap porang baru sekitar 30%. Maka sekarang banyak orang yang mulai melakukan budidaya porang karena dinilai memiliki prospek usaha yang menjanjikan.</div>
<div><br></div>
<div>Ketika melakukan budidaya porang, petani harus mampu menyiapkan lahan, mengelola penanaman, pemupukan, perawatan, hingga panen. Setelah panen, petani juga harus mampu menentukan karakteristik hasil panen, melakukan penyortiran, pengemasan, penyimpanan, maupun menilai mutu produk. Namun, banyak yang gagal menanam porang karena kurangnya pengetahuan tentang cara melakukan budidaya tanaman porang dan membuat perhitungan modal usahanya. Oleh karena itu, di kelas ini diajarkan langkah dalam memulai usaha budidaya porang, mulai dari karakteristik tanaman porang, cara membudidayakan porang, menghitung modal usaha, sampai menganalisis potensi pasar porang di dalam dan luar negeri.</div>
<div><br></div>
<div>Yuk ikuti kelasnya sekarang!</div>",2023-06-06T10:33:06Z,ONLINE,250000,0.0,0,"['Kelas Pro Course Terbaik', 'payday-course', 'Pilihan Skill Academy']"
Business English: Presentasi dan Negosiasi dalam Bahasa Inggris,"<div>&nbsp;Bahasa Inggris bisnis adalah bentuk bahasa Inggris yang secara spesifik digunakan dalam ruang lingkup profesional, apapun bidang pekerjaannya. Di Indonesia sendiri, bahasa Inggris bisnis sudah menjadi makanan sehari-hari untuk menunjang keperluan formal di lingkungan kerja. Dalam ruang lingkup pekerjaan, kamu akan sering melakukan presentasi dalam bahasa Inggris hingga negosiasi baik dengan pihak internal maupun eksternal perusahaan. Dan keterampilan seseorang dalam berbahasa Inggris memiliki peran yang besar bagi kesuksesan perusahaan di era modern ini. Inilah mengapa, CEO jaman sekarang sangat memerlukan karyawan yang mampu berkomunikasi menggunakan bahasa Inggris secara profesional.&nbsp;</div>
<div><br></div>
<div>Bahasa Inggris yang sering kamu temui sehari-hari tentulah berbeda dengan bahasa Inggris untuk bisnis. Bahasa Inggris untuk bisnis memiliki tingkat formalitas yang lebih tinggi, diperlukan pemilihan kata yang lebih spesifik, hingga menerapkan struktur tata bahasa yang rapi. Selain itu, untuk mampu melakukan presentasi dan negosiasi dengan lancar dalam bahasa Inggris, diperlukan penerapan teknik-teknik yang tepat dan menarik. Itulah mengapa kamu perlu perlu belajar lebih detail terkait hal tersebut. Di kelas ini, kamu akan belajar presentasi, negosiasi hingga persuasi bisnis dalam bahasa Inggris. Pada topik presentasi, kamu akan mempelajari cara membuka dan menutup presentasi dengan benar, teknik menarik perhatian audiens, melakukan presentasi jika menggunakan data statistik/visual, hingga cara menangani sesi tanya jawab saat presentasi. Pada topik negosiasi, kamu akan mempelajari cara memulai dan menutup negosiasi, memberikan penawaran, ataupun menolak penawaran yang diberikan. Dan untuk melengkapi pemahaman kamu pada kelas ini, kamu akan mempelajari 10 teknik persuasi dalam bahasa Inggris bisnis serta 5 cara melatih bahasa Inggris bisnis secara mandiri. Dengan mempelajari bahasa Inggris bisnis, kamu akan memiliki lebih banyak kesempatan untuk berkarier di perusahaan global maupun berkomunikasi dengan pebisnis kelas atas.</div>
<div><br></div>
<div>Tentu kelas ini cocok bagi siapapun baik untuk karyawan, masyarakat umum, mahasiswa, dan juga fresh graduates yang ingin mempelajari bahasa Inggris bisnis untuk presentasi, negosiasi, dan persuasi. Bagaimana? Apakah kamu sudah siap belajar bahasa Inggris bisnis? Yuk ikuti kelasnya!&nbsp;&nbsp;&nbsp;</div>",2022-11-17T04:41:21Z,ONLINE,225000,5.0,510,"['SKILLDISKON', 'Kelas Pro Course Terbaik', 'Pilihan Skill Academy']"
Sukses Berbisnis Sambal secara Online,"<div>Sambal merupakan makanan tradisional khas Indonesia yang semakin populer dari tahun ke tahun. Semakin banyak inovasi sambal yang bermunculan, dibarengi dengan permintaan pasar yang terus naik akan masakan pedas, menjadikannya prospek bisnis yang cukup menggiurkan. &nbsp;Menurut penelitian yang dilakuan oleh Universitas Gadjah Mada pada tahun 2018, di Indonesia sendiri terdapat 322 macam sambal yang tersebar di seantero negeri. Dari latar belakang inilah, Skill Academy menghadirkan kelas Memasak Ragam Jenis Sambal dan Memasarkannya secara Online. Di kelas ini, kamu akan mempelajari mulai dari cara membuat beragam jenis sambal hingga bagaimana cara membangun bisnisnya. Tidak hanya mempelajari bagaimana cara membuat sambal, tapi kelas ini juga membahas terkait hal-hal dasar seperti, cara menyortasi bahan sambal, membersihkannya, hingga cara menyimpannya dengan baik dan benar. Setelah membuat sambal, kamu juga akan mempelajari tata cara pengemasan sambal yang layak. Di samping itu, dari segi bisnis, kelas ini akan membahas mulai dari menentukan target, strategi pemasaran, menentukan branding, hingga berjualan baik di e-commerce, maupun media sosial. Jika kamu merupakan masyarakat umum yang tertarik untuk memulai bisnis sambal rumahan, maupun kamu yang ingin mempelajari cara memasak ragam jenis sambal, maka kelas ini sangat cocok untukmu.</div>
<div>Tunggu apa lagi? Segera beli kelasnya dan jadi pengusaha sambal yang profesional!&nbsp;</div>",2022-11-15T05:58:59Z,ONLINE,250000,4.9,511,"['Kelas Pro Course Terbaik', 'Skillsale Ramadan', 'Pilihan Skill Academy']"
Inovasi Kemasan Makanan dan Minuman yang Menarik,"<div>Pengusaha UMKM kuliner mempunyai peran yang cukup besar dalam menciptakan berbagai inovasi kemasan makanan dan minuman yang akan diperjualbelikan. Saat ini kemasan menjadi hal yang penting bagi produk makanan karena menjadi pemicu daya tarik utama saat konsumen melihat makanan atau minuman. Kemasan yang kreatif dan inovatif mampu meningkatkan nilai ekonomi sebuah produk, karena akan terlihat menarik sehingga memicu pembelian dan meningkatkan daya beli konsumen terhadap produk yang dijual.</div>
<div><br></div>
<div>Oleh karena itu, sebagai seorang pengusaha UMKM kuliner mempunyai kesempatan dalam membuat inovasi kemasan, agar setiap makanan dan minuman yang dijual akan dikenali masyarakat berdasarkan ciri khas kemasan yang menarik perhatian. Hal ini tentu, menjadi nilai tambah bagi pengusaha UMKM kuliner karena kemasan produknya sudah tidak asing lagi oleh visual konsumennya. Jika dilihat dari kebiasaan masyarakat, mereka akan lebih tertarik dengan kemasan pada makanan dan minuman terlebih dahulu, apalagi jika rasa dan kelezatannya juga sesuai dengan kemasannya, pasti konsumen juga akan beli lagi dan lagi.</div>
<div><br></div>
<div>Pada kelas ini, Anda akan mempelajari materi tentang ide awal dalam membangun bisnis kuliner, pentingnya kemasan produk, mesin kemasan produk, bahan kemasan, membangun merek produk. Selain itu, Anda juga akan melihat praktik dan praktik langsung cara mendesain kemasan produk, kode dan label kemasan, cara pengemasan produk hingga cara memasarkan produk melalui kemasan.&nbsp;</div>
<div><br></div>
<div>Berawal dari hal itu, Anda akan banyak belajar dan sekaligus mencoba secara langsung membuat kemasan yang bagus sehingga Anda siap untuk membangun bisnis melalui usaha mikro ini. Jadi sudah siapkah Anda menjadi seorang pengusaha UMKM kuliner yang mempunyai bisnis kuliner dengan kemasan familiar dan dikenal oleh masyarakat secara luas? Tunggu apalagi, yuk beli kelasanya sekarang juga!&nbsp;&nbsp;</div>",2022-11-15T05:59:32Z,ONLINE,250000,4.6,510,"['Kelas Pro Course Terbaik', 'Pilihan Skill Academy']"
